Link,ARC Code,Description,Recommendations,Recommended $ Savings,Average Payback (yrs),Implementation Rate
https://iac.university/recommendationTypes/4.425,4.4250,ELIMINATE/REDUCE REDUNDANT INSPECTIONS,50,"$2,593,287",0.5,39.6%
https://iac.university/recommendationTypes/4.426,4.4260,MODIFY WORKLOAD,75,"$9,023,923",0.3,44.8%
https://iac.university/recommendationTypes/4.431,4.4310,TRAIN OPERATORS FOR MAXIMUM OPERATING EFFICIENCY,206,"$16,577,650",0.3,50.5%
https://iac.university/recommendationTypes/4.432,4.4320,CROSS-TRAIN PERSONNEL TO AVOID LOST TIME,63,"$4,326,648",4.7,73.8%
https://iac.university/recommendationTypes/4.441,4.4410,INSTALL AUTOMATIC PACKING EQUIPMENT,308,"$43,519,220",1.4,29.0%
https://iac.university/recommendationTypes/4.442,4.4420,INSTALL MAGAZINES FOR TEMPORARY STORAGE,11,"$333,530",0.7,40.0%
https://iac.university/recommendationTypes/4.443,4.4430,INSTALL AUTOMATIC BOILER FUEL FEED SYSTEM,6,"$428,271",2.2,50.0%
https://iac.university/recommendationTypes/4.444,4.4440,INSTALL SYSTEM TO COLLECT  SCRAP,48,"$2,148,417",0.6,43.2%
https://iac.university/recommendationTypes/4.445,4.4450,INSTALL EQUIPMENT TO MOVE PRODUCT,228,"$24,526,739",1.1,27.8%
https://iac.university/recommendationTypes/4.446,4.4460,AUTOMATE FINISHING PROCESS,123,"$15,781,195",1.2,28.4%
https://iac.university/recommendationTypes/4.447,4.4470,AUTOMATE PAYROLL SYSTEM,66,"$1,469,804",0.7,35.5%
https://iac.university/recommendationTypes/4.448,4.4480,INSTALL AUTOMATIC PART STORAGE / RETREVAL SYSTEM,26,"$1,111,763",1.0,36.4%
https://iac.university/recommendationTypes/4.451,4.4510,ADD ADDITIONAL PRODUCTION SHIFT,45,"$10,366,319",0.3,41.9%
https://iac.university/recommendationTypes/4.452,4.4520,ELIMINATE SHIFT,43,"$5,001,389",0.3,48.7%
https://iac.university/recommendationTypes/4.453,4.4530,RESCHEDULE BREAKS TO ALLOW FOR CONTINUOUS PRODUCTION,15,"$11,862,136",0.1,26.7%
https://iac.university/recommendationTypes/4.454,4.4540,MODIFY STARTUP/SHUTDOWN TIMES,89,"$3,552,612",0.9,32.9%
https://iac.university/recommendationTypes/4.461,4.4610,REMOVE HOT SLAG BEFORE IT HARDENS,-,-,-,-%
https://iac.university/recommendationTypes/4.463,4.4630,MODIFY FACILITY TO AVOID EXCESS MAINTENANCE COSTS,17,"$351,543",2.3,53.8%
https://iac.university/recommendationTypes/4.511,4.5110,EXPAND OPERATIONS INTO UNUSED SPACE,47,"$8,320,375",1.2,40.5%
https://iac.university/recommendationTypes/4.512,4.5120,CONDENSE OPERATION INTO ONE BUILDING,63,"$11,877,668",0.9,46.4%
https://iac.university/recommendationTypes/4.513,4.5130,RE-ARRANGE EQUIPMENT LAYOUT TO REDUCE LABOR COSTS,197,"$10,266,404",0.8,47.0%
https://iac.university/recommendationTypes/4.514,4.5140,RE-ARRANGE EQUIPMENT LAYOUT TO REDUCE HANDLING COSTS,161,"$10,444,470",1.3,40.7%
https://iac.university/recommendationTypes/4.515,4.5150,INSTALL SHELVES / RACKS TO UTILIZE UNUSED SPACE,54,"$3,980,265",1.3,40.8%
https://iac.university/recommendationTypes/4.521,4.5210,CLEAR AND RENT EXISTING SPACE,115,"$10,903,339",0.3,36.9%
https://iac.university/recommendationTypes/4.522,4.5220,MODIFY STORAGE SPACE TO AVOID RENTAL OF A WAREHOUSE,46,"$4,250,868",1.3,39.5%
https://iac.university/recommendationTypes/4.611,4.6110,BEGIN A PRACTICE OF PREDICTIVE / PREVENTATIVE MAINTENANCE,468,"$19,050,391",0.4,57.0%
https://iac.university/recommendationTypes/4.612,4.6120,CONTRACT OUT MAINTENANCE,3,"$54,542",0.8,66.7%
https://iac.university/recommendationTypes/4.621,4.6210,USE FIXTURES TO REDUCE MACHINE CHANGEOUT TIMES,58,"$5,767,113",0.8,50.0%
https://iac.university/recommendationTypes/4.622,4.6220,INSTALL ROTATING CAROUSELS TO REDUCE SET-UP TIMES,4,"$151,228",1.1,50.0%
https://iac.university/recommendationTypes/4.623,4.6230,EMPLOY MODULAR JIGS TO REDUCE PROCESS SET-UP TIME,19,"$1,279,194",0.7,36.8%
https://iac.university/recommendationTypes/4.624,4.6240,HIRE ADDITIONAL PERSONNEL TO REDUCE CHANGEOUT TIME,18,"$1,894,816",1.2,56.3%
https://iac.university/recommendationTypes/4.625,4.6250,DEVELOP STANDARD OPERATING PROCEDURES,78,"$13,471,198",0.3,56.2%
https://iac.university/recommendationTypes/4.631,4.6310,INSTALL AN UNINTERUPTABLE POWER SUPPLY,41,"$11,756,356",1.4,28.6%
https://iac.university/recommendationTypes/4.632,4.6320,CHANGE OPERATING CONDITIONS,46,"$944,753",1.0,37.2%
https://iac.university/recommendationTypes/4.641,4.6410,ELIMINATE SHUTDOWNS OF CONTROLS DUE TO OVERHEATING,6,"$282,040",0.6,60.0%
https://iac.university/recommendationTypes/4.642,4.6420,INSTALL SENSORS TO DETECT  AND AVOID JAMS,20,"$967,760",1.4,36.8%
https://iac.university/recommendationTypes/4.651,4.6510,INSTALL BACK-UP EQUIPMENT,55,"$8,172,731",1.3,40.0%
https://iac.university/recommendationTypes/4.652,4.6520,REPLACE EXISTING EQUIPMENT WITH MORE SUITABLE SUBSTITUTES,462,"$58,069,216",1.5,37.0%
https://iac.university/recommendationTypes/4.653,4.6530,MAINTAIN/ENLARGE A STOCK OF SPARE PARTS,9,"$1,146,541",0.6,75.0%
https://iac.university/recommendationTypes/4.661,4.6610,LEVEL ZERO – INSTALL CONTROL SYSTEMS FOR EXISTING EQUIPMENT,30,"$1,754,987",0.8,54.5%
https://iac.university/recommendationTypes/4.662,4.6620,LEVEL ONE – ADD COMMUNICATION USING IIOT DEVICES TO EXISTING CONTROL SYSTEM TO MODIFY OPERATIONS,27,"$1,921,690",0.4,79.2%
https://iac.university/recommendationTypes/4.663,4.6630,LEVEL TWO – INSTALL CONTROL SYSTEM USING IIOT DEVICES WITH COMMUNICATION CAPABILITIES TO STORE DATA TO THE CLOUD,4,"$376,452",0.9,100.0%
https://iac.university/recommendationTypes/4.664,4.6640,LEVEL THREE - INSTALL OR MODIFY CONTROL SYSTEM WITH COMMUNICATION AND NONLOCAL EXTERNAL INFORMATION (I.E. WEATHER FORECA,5,"$241,553",1.3,50.0%
https://iac.university/recommendationTypes/4.711,4.7110,INITIATE A TOTAL QUALITY MANAGEMENT PROGRAM,80,"$5,980,911",0.8,54.5%
https://iac.university/recommendationTypes/4.712,4.7120,UTILIZE JOB COSTING SOFTWARE,3,"$145,434",0.6,50.0%
https://iac.university/recommendationTypes/4.721,4.7210,INITIATE A PROGRAM TO ACQUIRE ISO CERTIFICATION,13,"$2,076,864",1.4,23.1%
https://iac.university/recommendationTypes/4.731,4.7310,ADVERTISE PRODUCT OR SERVICE,13,"$2,066,884",(-0.3),69.2%
https://iac.university/recommendationTypes/4.811,4.8110,DEMOLISH OLD BUILDING TO REDUCE TAX AND INSURANCE BILLS,36,"$576,969",1.1,50.0%
https://iac.university/recommendationTypes/4.812,4.8120,APPLY FOR INVESTMENT INCENTIVES,101,"$1,182,503",0.3,50.0%
https://iac.university/recommendationTypes/4.821,4.8210,PAY BILLS ON TIME TO AVOID LATE FEES,397,"$1,185,970",0.1,71.2%
,2.1111,CONTROL PRESSURE ON STEAMER OPERATIONS,19,"$596,598",0.5,41.2%
,2.1112,HEAT OIL TO PROPER TEMPERATURE FOR GOOD ATOMIZATION,1,"$154,042",0.0,-%
,2.1113,REDUCE COMBUSTION AIR FLOW TO OPTIMUM,224,"$9,154,252",0.7,47.8%
,2.1114,LIMIT AND CONTROL SECONDARY COMBUSTION AIR IN FURNACE,23,"$6,975,013",0.7,61.1%
,2.1115,ELIMINATE COMBUSTIBLE GAS IN FLUE GAS,8,"$464,555",0.4,42.9%
,2.1116,IMPROVE COMBUSTION CONTROL CAPABILITY,159,"$7,715,122",1.6,34.5%
,2.1117,RELOCATE OVEN / FURNACE TO MORE EFFICIENT LOCATION,16,"$1,076,746",0.8,0.0%
,2.1121,USE INSULATION IN FURNACES TO FACILITATE HEATING / COOLING,140,"$1,634,839",1.1,41.8%
,2.1122,RE-SIZE CHARGING OPENINGS OR ADD A MOVABLE DOOR ON EQUIPMENT,70,"$1,198,787",1.0,32.8%
,2.1123,INSTALL AUTOMATIC STACK DAMPER,269,"$860,127",1.4,36.4%
,2.1124,REPLACE DIRECT FIRED WITH STEAM HEAT,4,"$222,285",1.5,25.0%
,2.1125,CONVERT TO OXYFUEL BURNERS,10,"$6,778,810",1.4,10.0%
,2.1131,"REPAIR FAULTY INSULATION IN FURNACES, BOILERS, ETC",275,"$1,808,487",1.2,48.1%
,2.1132,REPAIR FAULTY LOUVERS AND DAMPERS,8,"$144,942",0.8,28.6%
,2.1133,ADJUST BURNERS FOR EFFICIENT OPERATION,234,"$7,878,521",0.8,66.8%
,2.1134,ELIMINATE LEAKS IN COMBUSTIBLE GAS LINES,15,"$491,225",0.7,78.6%
,2.1135,REPAIR FURNACES AND OVEN DOORS SO THAT THEY SEAL EFFICIENTLY,117,"$2,289,534",0.6,62.2%
,2.1211,MOVE BOILER TO MORE EFFICIENT LOCATION,22,"$343,976",1.5,40.0%
,2.1212,OPERATE BOILERS ON HIGH FIRE SETTING,78,"$3,349,320",1.1,44.1%
,2.1213,DIRECT WARMEST AIR TO COMBUSTION INTAKE,366,"$6,635,462",2.8,27.0%
,2.1221,REPLACE OBSOLETE BURNERS WITH MORE EFFICIENT ONES,216,"$7,321,223",2.5,29.1%
,2.1222,INSTALL TURBULATORS,171,"$1,480,405",1.2,30.7%
,2.1223,INSTALL SMALLER BOILER (INCREASE HIGH FIRE DUTY CYCLE),74,"$3,384,335",2.1,29.7%
,2.1224,REPLACE BOILER,269,"$17,528,835",3.4,37.0%
,2.1231,ESTABLISH BURNER MAINTENANCE SCHEDULE FOR BOILERS,100,"$5,234,326",0.6,70.1%
,2.1232,KEEP BOILER TUBES CLEAN,116,"$1,953,117",0.8,70.0%
,2.1233,ANALYZE FLUE GAS FOR PROPER AIR/FUEL RATIO,"2,694","$26,312,386",0.7,68.7%
,2.1241,REDUCE EXCESSIVE BOILER BLOWDOWN,78,"$1,131,241",0.9,43.7%
,2.1242,MINIMIZE BOILER BLOWDOWN WITH BETTER FEEDWATER TREATMENT,32,"$224,135",1.1,58.1%
,2.1243,USE HEAT FROM BOILER BLOWDOWN TO PREHEAT BOILER FEED WATER,199,"$2,850,931",1.9,31.0%
,2.1311,REPLACE ELECTRICALLY-OPERATED EQUIPMENT WITH FOSSIL FUEL EQUIPMENT,"1,619","$33,341,592",2.0,26.6%
,2.1321,REPLACE FOSSIL FUEL EQUIPMENT WITH ELECTRICAL EQUIPMENT,156,"$9,301,088",2.2,29.4%
,2.1331,BURN A LESS EXPENSIVE GRADE OF FUEL,155,"$14,873,054",1.8,33.6%
,2.1332,CONVERT COMBUSTION EQUIPMENT TO BURN NATURAL GAS,103,"$8,876,231",2.5,38.1%
,2.1333,CONVERT COMBUSTION EQUIPMENT TO BURN OIL,19,"$795,844",0.8,31.6%
,2.1335,"REPLACE GASOLINE WITH DIESEL, LPG, OR NATURAL GAS",14,"$608,565",1.9,21.4%
,2.1336,INSTALL EQUIPMENT TO UTILIZE WASTE FUEL,63,"$33,644,960",2.5,29.3%
,2.1391,REPLACE PURCHASED STEAM WITH ELECTRIC HEATING,1,"$3,546",0.6,0.0%
,2.1392,REPLACE PURCHASED STEAM WITH OTHER ENERGY SOURCE,35,"$2,611,428",2.1,25.8%
,2.1393,USE STEAM SPARGING OR INJECTIONS IN PLACE OF INDIRECT HEATING,8,"$78,749",1.4,37.5%
,2.1394,REPLACE STEAM JETS ON VACUUM SYSTEM WITH ELECTRIC MOTOR DRIVEN VACUUM PUMPS,6,"$847,140",1.0,33.3%
,2.2111,INSTALL STEAM TRAP,27,"$236,123",1.0,48.0%
,2.2112,USE CORRECT SIZE STEAM TRAPS,5,"$109,504",0.4,66.7%
,2.2113,REPAIR OR REPLACE STEAM TRAPS,402,"$14,659,778",0.5,79.7%
,2.2114,SHUT OFF STEAM TRAPS ON SUPER HEATED STEAM LINES WHEN NOT IN USE,11,"$140,257",0.2,70.0%
,2.2121,INCREASE AMOUNT OF CONDENSATE RETURNED,335,"$23,796,952",1.2,51.4%
,2.2122,INSTALL / REPAIR INSULATION ON CONDENSATE LINES,315,"$881,978",1.1,56.9%
,2.2123,INSULATE FEEDWATER TANK,129,"$342,667",1.1,59.7%
,2.2124,INSTALL DE-AERATOR IN PLACE OF CONDENSATE TANK,14,"$665,920",1.5,38.5%
,2.2126,LOWER OPERATING PRESSURE OF CONDENSER (STEAM),8,"$294,722",0.7,37.5%
,2.2127,FLASH CONDENSATE TO PRODUCE LOWER PRESSURE STEAM,29,"$1,233,490",1.0,37.0%
,2.2128,USE STEAM CONDENSATE FOR HOT WATER SUPPLY (NON-POTABLE),19,"$702,974",1.1,50.0%
,2.2134,ELIMINATE LEAKS IN HIGH PRESSURE REDUCING STATIONS,2,"$25,081",2.4,-%
,2.2135,REPAIR AND ELIMINATE STEAM LEAKS,871,"$37,670,609",0.4,83.6%
,2.2136,INSTALL / REPAIR INSULATION ON STEAM LINES,"1,563","$8,432,824",2.2,62.0%
,2.2141,OPERATE DISTILLATION COLUMNS EFFICIENTLY,7,"$524,121",1.8,16.7%
,2.2151,CLEAN STEAM COILS IN PROCESSING TANKS,1,"$6,588",0.2,-%
,2.2152,MAINTAIN STEAM JETS USED FOR VACUUM SYSTEM,3,"$94,993",1.0,33.3%
,2.2153,CLOSE OFF UNNEEDED STEAM LINES,54,"$3,442,773",0.6,61.2%
,2.2161,OPTIMIZE OPERATION OF MULTI-STAGE VACUUM STEAM JETS,5,"$555,842",2.0,20.0%
,2.2162,REDUCE EXCESS STEAM BLEEDING,40,"$2,881,194",1.6,35.1%
,2.2163,USE MINIMUM STEAM OPERATING PRESSURE,161,"$1,144,895",0.2,49.7%
,2.2164,TURN OFF STEAM TRACING DURING MILD WEATHER,12,"$89,206",0.4,72.7%
,2.2165,SUBSTITUTE AIR FOR STEAM TO ATOMIZE OIL,2,"$18,516",0.3,50.0%
,2.2191,SUBSTITUTE HOT PROCESS FLUIDS FOR STEAM,20,"$1,160,792",1.8,22.2%
,2.2192,USE HEAT EXCHANGE FLUIDS INSTEAD OF STEAM IN PIPELINE TRACING SYSTEMS,8,"$159,705",2.8,42.9%
,2.2211,USE OPTIMUM TEMPERATURE,167,"$3,756,845",0.4,49.7%
,2.2212,USE MINIMUM SAFE OVEN VENTILATION,57,"$839,552",0.7,46.4%
,2.2221,"USE IMMERSION HEATING IN TANKS, MELTING POTS, ETC",18,"$465,955",1.6,20.0%
,2.2222,CONVERT LIQUID HEATERS FROM  UNDERFIRING TO IMMERSION OR SUBMERSION HEATING,11,"$54,346",2.4,36.4%
,2.2223,ENHANCE SENSITIVITY OF TEMPERATURE CONTROL AND CUTOFF,54,"$978,044",0.9,58.8%
,2.2311,HEAT TREAT PARTS ONLY TO REQUIRED SPECIFICATIONS OR STANDARDS,14,"$292,278",0.9,30.8%
,2.2312,MINIMIZE NON-ESSENTIAL MATERIAL IN HEAT TREATMENT PROCESS,23,"$1,124,752",0.7,36.8%
,2.2313,"USE BATCH  FIRING WITH KILN ""FURNITURE"" SPECIFICALLY DESIGNED",5,"$60,445",0.7,25.0%
,2.2314,REPLACE HEAT TREATING OVEN WITH MORE EFFICIENT UNIT,69,"$7,492,772",2.7,23.5%
,2.2414,USE WASTE HEAT FROM HOT FLUE GASES TO PREHEAT,"1,858","$61,733,622",1.9,19.5%
,2.2421,INSTALL WASTE HEAT BOILER TO PROVIDE DIRECT POWER,19,"$1,897,433",3.0,27.8%
,2.2422,USE WASTE HEAT FROM HOT FLUE GASES TO GENERATE STEAM,52,"$3,639,308",1.7,25.5%
,2.2423,INSTALL WASTE HEAT BOILER TO PRODUCE STEAM,10,"$3,394,508",2.0,33.3%
,2.2424,USE HEAT IN FLUE GASES TO PREHEAT PRODUCTS OR MATERIALS,138,"$10,216,941",1.9,21.4%
,2.2425,USE FLUE GASES TO HEAT PROCESS OR SERVICE WATER,112,"$4,183,441",2.0,22.7%
,2.2426,USE WASTE HEAT FROM FLUE GASES TO HEAT SPACE CONDITIONING AIR,120,"$2,555,943",2.1,23.2%
,2.2427,USE WASTE HEAT FROM HOT FLUE GASES TO PREHEAT INCOMING FLUIDS,89,"$4,371,967",1.7,32.5%
,2.2428,"USE FLUE GASES IN RADIANT HEATER FOR SPACE HEATING, OVENS, ETC",39,"$1,092,326",2.2,31.6%
,2.2437,RECOVER WASTE HEAT FROM EQUIPMENT,"3,490","$63,064,027",1.4,31.5%
,2.2441,PREHEAT BOILER MAKEUP WATER WITH WASTE PROCESS HEAT,167,"$6,685,948",1.7,29.9%
,2.2442,PREHEAT COMBUSTION AIR WITH WASTE HEAT,267,"$12,532,598",1.8,23.8%
,2.2443,RE-USE OR RECYCLE HOT  OR COLD PROCESS EXHAUST AIR,322,"$7,603,730",1.7,28.0%
,2.2444,USE HOT PROCESS FLUIDS TO PREHEAT INCOMING PROCESS FLUIDS,217,"$7,995,599",1.5,30.5%
,2.2447,HEAT WATER WITH EXHAUST HEAT,102,"$4,036,580",1.7,30.9%
,2.2449,"RECOVER HEAT FROM EXHAUSTED STEAM, HOT AIR OR HOT WATER",254,"$9,868,202",1.4,29.2%
,2.2491,USE COOLING AIR WHICH COOLS HOT WORK PIECES FOR SPACE HEATING,38,"$236,328",1.8,18.9%
,2.2492,"USE ""HEAT WHEEL"" OR OTHER HEAT EXCHANGER TO CROSS-EXCHANGE BUILDING EXHAUST AIR WITH MAKE-UP AIR",106,"$3,038,687",2.5,16.7%
,2.2511,INSULATE BARE EQUIPMENT,"4,173","$28,716,468",1.3,47.7%
,2.2514,COVER OPEN TANKS,494,"$5,286,564",0.7,38.4%
,2.2515,USE OPTIMUM THICKNESS INSULATION,407,"$4,128,320",1.3,41.1%
,2.2521,ISOLATE STEAM LINES TO AVOID HEATING AIR CONDITIONED AREAS,16,"$82,764",4.2,60.0%
,2.2522,ISOLATE HOT OR COLD EQUIPMENT,112,"$1,104,362",1.0,47.5%
,2.2523,REDUCE INFILTRATION TO REFRIGERATED AREAS; ISOLATE HOT EQUIPMENT FROM REFRIGERATED AREAS,136,"$1,048,703",1.1,52.8%
,2.2524,AVOID COOLING OF PROCESS STREAMS OR MATERIALS THAT MUST SUBSEQUENTLY BE HEATED,20,"$398,763",0.9,30.0%
,2.2525,ELIMINATE COOLING OF PROCESS STREAMS WHICH SUBSEQUENTLY MUST BE HEATED AND VICE VERSA,18,"$358,291",1.1,35.3%
,2.2531,RE-SIZE CHARGING OPENINGS OR ADD MOVABLE COVER OR DOOR,199,"$1,322,144",1.1,47.8%
,2.2532,USE ONLY AMOUNT OF AIR NECESSARY TO PREVENT EXPLOSION HAZARD,72,"$622,352",1.0,47.2%
,2.2533,REPLACE AIR CURTAIN DOORS WITH SOLID DOORS,18,"$94,304",1.8,40.0%
,2.2611,MODERATE COOLING TOWER OUTLET TEMPERATURE,49,"$535,727",0.9,44.2%
,2.2612,USE COOLING TOWER WATER INSTEAD OF REFRIGERATION,124,"$2,587,023",1.9,29.7%
,2.2613,USE ANTIFREEZE IN COOLING TOWERS TO ALLOW WINTER USE,-,-,-,-%
,2.2614,USE COOLING TOWER OR ECONOMIZER TO REPLACE CHILLER COOLING,401,"$6,066,958",1.9,23.7%
,2.2615,CLEAN CONDENSER TUBES,21,"$480,858","1,258.4",75.0%
,2.2621,MODIFY REFRIGERATION SYSTEM TO OPERATE AT A LOWER PRESSURE,325,"$7,026,717",1.5,37.9%
,2.2622,REPLACE EXISTING CHILLER WITH HIGH EFFICIENCY MODEL,250,"$12,358,692",4.1,38.7%
,2.2623,MINIMIZE CONDENSER COOLING WATER TEMPERATURE,54,"$540,722",1.2,35.4%
,2.2624,USE COLD WASTE WATER TO COOL CHILLER FEED WATER,13,"$259,321",2.0,23.1%
,2.2625,CHILL WATER TO THE HIGHEST TEMPERATURE POSSIBLE,175,"$1,426,114",0.3,47.2%
,2.2626,AVOID FROST FORMATION ON EVAPORATORS,34,"$550,384",1.2,38.5%
,2.2627,USE MULTIPLE-EFFECT EVAPORATORS,6,"$259,193",2.0,33.3%
,2.2628,UTILIZE A LESS EXPENSIVE COOLING METHOD,329,"$9,980,382",14.2,26.3%
,2.2691,SHUT OFF COOLING IF COLD OUTSIDE AIR WILL COOL PROCESS,91,"$1,150,050",4.0,41.7%
,2.2692,USE OUTSIDE COLD WATER SOURCE AS A SUPPLY OF COOLING WATER,48,"$1,233,315",2.7,28.6%
,2.2693,USE WASTE HEAT STEAM FOR ABSORPTION REFRIGERATION,17,"$1,159,938",2.8,5.9%
,2.2694,USE HIGHEST TEMPERATURE FOR CHILLING OR COLD STORAGE,55,"$709,925",0.4,44.9%
,2.2695,USE CASCADE SYSTEM OF RECIRCULATING DURING COLD WEATHER TO AVOID SUB-COOLING,3,"$15,848",1.9,0.0%
,2.2696,USE EXCESS COLD PROCESS FLUID FOR INDUSTRIAL COOLING NEEDS,38,"$1,381,926",1.3,38.7%
,2.2711,UTILIZE OUTSIDE AIR INSTEAD OF CONDITIONED AIR FOR DRYING,64,"$792,142",1.3,40.6%
,2.3111,HEAT WATER DURING OFF-PEAK PERIODS AND STORE FOR LATER USE,9,"$130,393",3.2,37.5%
,2.3112,STORE HEATED/ COOLED WATER FOR USE DURING PEAK DEMAND PERIODS,21,"$1,818,262",4.8,13.3%
,2.3113,MAKE ICE DURING OFF PEAK HOURS FOR COOLING,40,"$2,440,001",3.4,11.4%
,2.3131,RESCHEDULE PLANT OPERATIONS OR REDUCE LOAD TO AVOID PEAKS,"1,539","$19,833,727",0.4,40.0%
,2.3132,RECHARGE BATTERIES ON DURING OFF-PEAK DEMAND PERIODS,485,"$2,452,662",0.6,52.8%
,2.3133,CONSIDER THREE OR FOUR DAYS AROUND-THE-CLOCK OPERATION RATHER THAN ONE OR TWO SHIFTS PER DAY,8,"$44,945",0.2,42.9%
,2.3134,SHIFT FROM DAYTIME TO NIGHTTIME OPERATION,123,"$2,681,531",0.2,28.1%
,2.3135,SCHEDULE ROUTINE MAINTENANCE DURING NON-OPERATING PERIODS,24,"$113,575",0.2,50.0%
,2.3136,OVERLAP CUSTODIAL SERVICES WITH NORMAL DAY HOURS,17,"$26,820",0.3,17.6%
,2.3137,USE POWER DURING OFF-PEAK PERIODS,185,"$2,938,149",0.3,40.1%
,2.3191,USE DEMAND CONTROLLER OR LOAD SHEDDER,576,"$7,612,147",1.2,37.5%
,2.3192,USE FOSSIL FUEL POWERED GENERATOR DURING PEAK DEMAND PERIODS,97,"$5,417,187",1.8,29.1%
,2.3212,OPTIMIZE PLANT POWER FACTOR,"2,532","$33,477,598",2.0,37.7%
,2.3311,REPLACE DC EQUIPMENT WITH AC EQUIPMENT,18,"$728,312",4.2,50.0%
,2.3312,INSTALL EFFICIENT RECTIFIERS,21,"$654,076",6.8,33.3%
,2.3321,USE STEAM PRESSURE REDUCTION TO GENERATE POWER,45,"$7,024,647",3.3,14.0%
,2.3322,USE EXISTING DAM TO GENERATE ELECTRICITY,28,"$2,337,132",5.7,20.0%
,2.3323,INSTALL EMISSIONS CONTROLS TO INCREASE CAPACITY,2,"$6,724,507",0.9,0.0%
,2.3411,REPLACE ELECTRIC MOTORS WITH BACK PRESSURE STEAM TURBINES AND USE EXHAUST STEAM FOR PROCESS HEAT,22,"$3,370,585",2.3,15.8%
,2.3412,USE WASTE HEAT TO PRODUCE STEAM TO DRIVE A STEAM TURBINE-GENERATOR,87,"$43,056,005",3.4,9.6%
,2.3413,BURN FOSSIL FUEL TO PRODUCE STEAM TO DRIVE A STEAM TURBINE-GENERATOR AND USE STEAM EXHAUST FOR HEAT,57,"$13,494,577",3.4,9.6%
,2.3414,BURN WASTE TO PRODUCE STEAM TO DRIVE A STEAM TURBINE GENERATOR SET AND USE STEAM EXHAUST FOR HEAT,52,"$19,849,045",3.4,14.3%
,2.3415,USE A FOSSIL FUEL ENGINE TO COGENERATE ELECTRICITY OR MOTIVE POWER; AND UTILIZE HEAT,270,"$73,289,755",4.6,13.3%
,2.3416,USE COMBINED CYCLE GAS TURBINE GENERATOR SETS WITH WASTE HEAT BOILERS CONNECTED TO TURBINE EXHAUST,52,"$28,110,037",3.4,8.0%
,2.3417,USE WASTE HEAT WITH A CLOSED-CYCLE GAS TURBINE-GENERATOR SET TO COGENERATE ELECTRICITY AND HEAT,87,"$41,140,055",5.1,11.0%
,2.3511,USE PLANT OWNED TRANSFORMERS OR LEASE TRANSFORMERS,87,"$2,145,715",2.4,26.7%
,2.3512,DE-ENERGIZE EXCESS TRANSFORMER CAPACITY,38,"$235,027",1.6,32.4%
,2.3513,CONSIDER POWER LOSS AS WELL AS INITIAL LOADS AND LOAD GROWTH IN DOWN-SIZING TRANSFORMERS,9,"$433,792",2.3,37.5%
,2.3521,REDUCE LOAD ON ELECTRICAL CONDUCTOR TO REDUCE HEATING LOSSES,5,"$29,481",1.0,20.0%
,2.3522,INCREASE ELECTRICAL CONDUCTOR SIZE TO REDUCE DISTRIBUTION LOSSES,7,"$130,028",1.7,57.1%
,2.4111,UTILIZE ENERGY-EFFICIENT BELTS AND OTHER IMPROVED MECHANISMS,"5,147","$16,915,635",0.8,56.0%
,2.4112,INSTALL SOFT-START TO ELIMINATE NUISANCE TRIPS,102,"$1,458,283",2.0,44.9%
,2.4113,INSTALL MOTOR VOLTAGE CONTROLLER ON LIGHTLY LOADED MOTORS,75,"$1,197,725",1.8,18.1%
,2.4131,SIZE ELECTRIC MOTORS FOR PEAK OPERATING EFFICIENCY,390,"$5,969,651",1.6,37.1%
,2.4133,USE MOST EFFICIENT TYPE OF ELECTRIC MOTORS,"5,523","$32,326,704",3.9,64.0%
,2.4134,REPLACE  ELECTRIC MOTOR WITH FOSSIL FUEL ENGINE,27,"$983,619",2.1,8.0%
,2.4145,INSTALL ISOLATION TRANSFORMER ON ADJUSTABLE FREQUENCY DRIVE,9,"$113,216",1.6,37.5%
,2.4146,USE ADJUSTABLE FREQUENCY DRIVE OR MULTIPLE SPEED MOTORS ON EXISTING SYSTEM,"4,405","$89,381,080",3.2,31.5%
,2.4151,DEVELOP A REPAIR/REPLACE POLICY,617,"$3,145,760",1.5,76.1%
,2.4152,USE ONLY CERTIFIED MOTOR REPAIR SHOPS,22,"$68,401",1.3,86.7%
,2.4153,AVOID EMERGENCY REWIND OF MOTORS,3,"$20,953",2.2,33.3%
,2.4154,AVOID REWINDING MOTORS MORE THAN TWICE,16,"$130,137",1.6,50.0%
,2.4155,STANDARDIZE MOTOR INVENTORY,4,"$15,817",0.1,25.0%
,2.4156,ESTABLISH A PREVENTATIVE MAINTENANCE PROGRAM,50,"$809,637",0.6,73.3%
,2.4157,ESTABLISH A PREDICTIVE MAINTENANCE PROGRAM,251,"$1,951,888",0.7,86.4%
,2.4221,INSTALL COMPRESSOR AIR INTAKES IN COOLEST LOCATIONS,"5,882","$12,021,171",1.0,46.9%
,2.4222,INSTALL ADEQUATE DRYERS ON AIR LINES TO ELIMINATE BLOWDOWN,131,"$2,175,824",1.6,51.7%
,2.4223,INSTALL DIRECT ACTING UNITS IN PLACE OF COMPRESSED AIR PRESSURE SYSTEM IN SAFETY SYSTEM,41,"$218,864",1.8,57.1%
,2.4224,UPGRADE CONTROLS ON  COMPRESSORS,938,"$13,338,975",1.2,44.6%
,2.4225,INSTALL COMMON HEADER ON COMPRESSORS,67,"$840,588",1.3,40.0%
